,Pre Context,Post Context,Current Utterance,No,csi_annotations_final
4845,Joey Tribbiani: Are you kidding? I love that guy! Morning's here! Morning is here-,"Monica Geller: Hey, I have all the space I need. Just do what I did.",Rachel Green: Stop it! I will kill you. I hate the fact that my room is so small.,465,[]
4846,Rachel Green: Stop it! I will kill you. I hate the fact that my room is so small.,"Rachel Green: Monica, you don't even have a bed, you sleep in a ball on the floor!","Monica Geller: Hey, I have all the space I need. Just do what I did.",465,[]
4847,"Monica Geller: Hey, I have all the space I need. Just do what I did.","Monica Geller: Y'know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!","Rachel Green: Monica, you don't even have a bed, you sleep in a ball on the floor!",465,[]
4848,"Rachel Green: Monica, you don't even have a bed, you sleep in a ball on the floor!",Rachel Green: I'm sorry. I'm so sorry.,"Monica Geller: Y'know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!",465,[]
4849,"Monica Geller: Y'know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!",Monica Geller: Okay.,Rachel Green: I'm sorry. I'm so sorry.,465,[]
4850,Rachel Green: I'm sorry. I'm so sorry.,"Joey Tribbiani: See, this is a great apartment.",Monica Geller: Okay.,465,[]
4851,Monica Geller: Okay.,Monica Geller: Shut up! This place is a hole!,"Joey Tribbiani: See, this is a great apartment.",465,[]
4852,"Joey Tribbiani: See, this is a great apartment.",,Monica Geller: Shut up! This place is a hole!,465,[]
4853,,The Singing Man: Morning's here! The morning's here!,"TRANSCRIPT_NOTE: [Scene: Joey's bedroom, he is awoken by the singing guy.]",466,[]
4854,"TRANSCRIPT_NOTE: [Scene: Joey's bedroom, he is awoken by the singing guy.]",TRANSCRIPT_NOTE: (Joey joins him.),The Singing Man: Morning's here! The morning's here!,466,[]
4855,The Singing Man: Morning's here! The morning's here!,"Both: Sunshine is here! The sky is clear, the morning's here!",TRANSCRIPT_NOTE: (Joey joins him.),466,[]
4856,TRANSCRIPT_NOTE: (Joey joins him.),The Singing Man: Hey! You're back!,"Both: Sunshine is here! The sky is clear, the morning's here!",466,[]
4857,"Both: Sunshine is here! The sky is clear, the morning's here!",Joey Tribbiani: Hey! Get into gear!,The Singing Man: Hey! You're back!,466,[]
4858,The Singing Man: Hey! You're back!,The Singing Man: Breakfast is near!,Joey Tribbiani: Hey! Get into gear!,466,[]
4859,Joey Tribbiani: Hey! Get into gear!,Both: The dark of night has disappeared!!,The Singing Man: Breakfast is near!,466,[]
4860,The Singing Man: Breakfast is near!,The Singing Man: I'll see you tomorrow morning!,Both: The dark of night has disappeared!!,466,[]
4861,Both: The dark of night has disappeared!!,Joey Tribbiani: Okay!,The Singing Man: I'll see you tomorrow morning!,466,[]
4862,The Singing Man: I'll see you tomorrow morning!,,Joey Tribbiani: Okay!,466,[]
4863,,Chandler Bing: Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,"TRANSCRIPT_NOTE: [Scene: Joey's bedroom, he is asleep and snoring loudly. Chandler enters wondering who left their engine running.]",467,[]
4864,"TRANSCRIPT_NOTE: [Scene: Joey's bedroom, he is asleep and snoring loudly. Chandler enters wondering who left their engine running.]",Joey Tribbiani: Joey. Joey. Joey. Joey! Joey!!,Chandler Bing: Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,467,[]
4865,Chandler Bing: Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,"TRANSCRIPT_NOTE: (Chandler acts disgusted, but is happy that Joey has stopped snoring. However, just as he is about to leave, Joey starts snoring again. So to get him to stop, he slams the door shut, waking Joey.)",Joey Tribbiani: Joey. Joey. Joey. Joey! Joey!!,467,[]
4866,Joey Tribbiani: Joey. Joey. Joey. Joey! Joey!!,"Chandler Bing: Oh. Oh, did-did-did I wake you?","TRANSCRIPT_NOTE: (Chandler acts disgusted, but is happy that Joey has stopped snoring. However, just as he is about to leave, Joey starts snoring again. So to get him to stop, he slams the door shut, waking Joey.)",467,[]
4867,"TRANSCRIPT_NOTE: (Chandler acts disgusted, but is happy that Joey has stopped snoring. However, just as he is about to leave, Joey starts snoring again. So to get him to stop, he slams the door shut, waking Joey.)",,"Chandler Bing: Oh. Oh, did-did-did I wake you?",467,[]
4868,,Monica Geller: Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Monica is doing the dishes.]",468,[]
4869,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Monica is doing the dishes.]","TRANSCRIPT_NOTE: [Time lapse, Monica is now wearing the dress while doing the dishes and is making like she is thanking her guests for coming to her wedding. Paging Dr. Crane. Dr. Fraiser Crane!]",Monica Geller: Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,468,[]
4870,Monica Geller: Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,"Monica Geller: Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming. Uh, just a second!","TRANSCRIPT_NOTE: [Time lapse, Monica is now wearing the dress while doing the dishes and is making like she is thanking her guests for coming to her wedding. Paging Dr. Crane. Dr. Fraiser Crane!]",468,[]
4871,"TRANSCRIPT_NOTE: [Time lapse, Monica is now wearing the dress while doing the dishes and is making like she is thanking her guests for coming to her wedding. Paging Dr. Crane. Dr. Fraiser Crane!]","Phoebe Buffay: No-no, let me in!","Monica Geller: Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming. Uh, just a second!",468,[]
4872,"Monica Geller: Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming. Uh, just a second!",Monica Geller: Phoebe?,"Phoebe Buffay: No-no, let me in!",468,[]
4873,"Phoebe Buffay: No-no, let me in!",Phoebe Buffay: Yeah!,Monica Geller: Phoebe?,468,[]
4874,Monica Geller: Phoebe?,Monica Geller: Can you just hold on for one minute?,Phoebe Buffay: Yeah!,468,[]
4875,Phoebe Buffay: Yeah!,"Phoebe Buffay: No, you have to let me in right now!!",Monica Geller: Can you just hold on for one minute?,468,[]
4876,Monica Geller: Can you just hold on for one minute?,Monica Geller: Are you alone?,"Phoebe Buffay: No, you have to let me in right now!!",468,[]
4877,"Phoebe Buffay: No, you have to let me in right now!!",Phoebe Buffay: Yes!,Monica Geller: Are you alone?,468,[]
4878,Monica Geller: Are you alone?,Monica Geller: All right.,Phoebe Buffay: Yes!,468,[]
4879,Phoebe Buffay: Yes!,TRANSCRIPT_NOTE: (She goes over and lets Phoebe bounce in wearing her own wedding dress.),Monica Geller: All right.,468,[]
4880,Monica Geller: All right.,,TRANSCRIPT_NOTE: (She goes over and lets Phoebe bounce in wearing her own wedding dress.),468,[]
4881,,"Ross Geller: I don't want to be single, okay? I just... I just- I just wanna be married again!","TRANSCRIPT_NOTE: [Scene: Central Perk, Ross is complaining about Carol.]",469,"[('Central Perk', 'M', '2', 'F')]"
4882,"TRANSCRIPT_NOTE: [Scene: Central Perk, Ross is complaining about Carol.]",TRANSCRIPT_NOTE: (A woman enters wearing a wet wedding dress and frantically starts to look around.),"Ross Geller: I don't want to be single, okay? I just... I just- I just wanna be married again!",469,[]
4883,"Ross Geller: I don't want to be single, okay? I just... I just- I just wanna be married again!",Chandler Bing: And I just want a million dollars!,TRANSCRIPT_NOTE: (A woman enters wearing a wet wedding dress and frantically starts to look around.),469,[]
4884,TRANSCRIPT_NOTE: (A woman enters wearing a wet wedding dress and frantically starts to look around.),Monica Geller: Rachel?!,Chandler Bing: And I just want a million dollars!,469,"[('a million dollars', 'I', '2', 'I')]"
4885,Chandler Bing: And I just want a million dollars!,"Rachel Green: Oh God Monica hi! I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!",Monica Geller: Rachel?!,469,[]
4886,Monica Geller: Rachel?!,TRANSCRIPT_NOTE: [cut to later],"Rachel Green: Oh God Monica hi! I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!",469,[]
4887,"Rachel Green: Oh God Monica hi! I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!","Monica Geller: Okay, everybody, this is Rachel, another Lincoln High survivor. This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross?",TRANSCRIPT_NOTE: [cut to later],469,[]
4888,TRANSCRIPT_NOTE: [cut to later],"Rachel Green: Hi, sure!","Monica Geller: Okay, everybody, this is Rachel, another Lincoln High survivor. This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross?",469,"[('Lincoln High', 'I', '2', 'I')]"
4889,"Monica Geller: Okay, everybody, this is Rachel, another Lincoln High survivor. This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross?",Ross Geller: Hi.,"Rachel Green: Hi, sure!",469,[]
4890,"Rachel Green: Hi, sure!","TRANSCRIPT_NOTE: (They go to hug but Ross' umbrella opens. He sits, defeated again.)",Ross Geller: Hi.,469,[]
4891,Ross Geller: Hi.,TRANSCRIPT_NOTE: [cut to later],"TRANSCRIPT_NOTE: (They go to hug but Ross' umbrella opens. He sits, defeated again.)",469,[]
4892,"TRANSCRIPT_NOTE: (They go to hug but Ross' umbrella opens. He sits, defeated again.)",,TRANSCRIPT_NOTE: [cut to later],469,[]
4893,,"Ross Geller: You know you probably didn't know this, but back in high school, I had a, um, major crush on you.","TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Ross and Rachel are finishing up some cookies.]",470,[]
4894,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Ross and Rachel are finishing up some cookies.]",Rachel Green: I knew.,"Ross Geller: You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",470,[]
4895,"Ross Geller: You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",Ross Geller: You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,Rachel Green: I knew.,470,[]
4896,Rachel Green: I knew.,Rachel Green: I did.,Ross Geller: You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,470,[]
4897,Ross Geller: You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,"Ross Geller: Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here-but do you think it would be okay if I asked you out? Sometime? Maybe?",Rachel Green: I did.,470,[]
4898,Rachel Green: I did.,"Rachel Green: Yeah, maybe...","Ross Geller: Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here-but do you think it would be okay if I asked you out? Sometime? Maybe?",470,[]
4899,"Ross Geller: Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here-but do you think it would be okay if I asked you out? Sometime? Maybe?","Ross Geller: Okay... okay, maybe I will...","Rachel Green: Yeah, maybe...",470,[]
4900,"Rachel Green: Yeah, maybe...",TRANSCRIPT_NOTE: [The next clip is from The One With The Blackout.],"Ross Geller: Okay... okay, maybe I will...",470,[]
4901,"Ross Geller: Okay... okay, maybe I will...",,TRANSCRIPT_NOTE: [The next clip is from The One With The Blackout.],470,[]
4902,,"Ross Geller: See, I see.... big passion in your future.","TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Ross and Rachel are talking about passion.]",471,[]
4903,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, Ross and Rachel are talking about passion.]",Rachel Green: Really?,"Ross Geller: See, I see.... big passion in your future.",471,[]
4904,"Ross Geller: See, I see.... big passion in your future.",Ross Geller: I do.,Rachel Green: Really?,471,[]
4905,Rachel Green: Really?,"Rachel Green: Oh Ross, you're so great.",Ross Geller: I do.,471,[]
4906,Ross Geller: I do.,"TRANSCRIPT_NOTE: [Ross gets up, pleased with himself and starts to walk past Joey.]","Rachel Green: Oh Ross, you're so great.",471,[]
4907,"Rachel Green: Oh Ross, you're so great.",Joey Tribbiani: It's never gonna happen.,"TRANSCRIPT_NOTE: [Ross gets up, pleased with himself and starts to walk past Joey.]",471,[]
4908,"TRANSCRIPT_NOTE: [Ross gets up, pleased with himself and starts to walk past Joey.]",TRANSCRIPT_NOTE: [cut to later],Joey Tribbiani: It's never gonna happen.,471,[]
4909,Joey Tribbiani: It's never gonna happen.,,TRANSCRIPT_NOTE: [cut to later],471,[]
4910,,"Ross Geller: Hey, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.","TRANSCRIPT_NOTE: [Scene: Monica and Rachel's balcony, Ross is about to be attacked by Paulo's cat.]",472,[]
4911,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's balcony, Ross is about to be attacked by Paulo's cat.]",Rachel Green: Okay.,"Ross Geller: Hey, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",472,[]
4912,"Ross Geller: Hey, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.","Ross Geller: Okay. Umm, for a while now, I've been wanting to, um....",Rachel Green: Okay.,472,[]
4913,Rachel Green: Okay.,Rachel Green: Ohhh!!!!,"Ross Geller: Okay. Umm, for a while now, I've been wanting to, um....",472,[]
