,Pre Context,Post Context,Current Utterance,No,csi items,categories,foreignness,level,corresponding_values,corresponding_values_filtered,csi_items_all,csi_items_fil
4496,"Joanna: Oh yes, well there's the coffee too. Rachel can carry two things at once!","Rachel Green: Yes, I realize that...","Mr. Posner: Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",432,"['cultivating personal relationships', 'designers']","['S', 'I']","['2', '2']","['I', 'F']","[('cultivating personal relationships', 'S', '2', 'I'), ('designers', 'I', '2', 'F')]",[],2,2
4497,"Mr. Posner: Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.","Joanna: And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.","Rachel Green: Yes, I realize that...",432,[],[],[],[],[],[],0,0
4498,"Rachel Green: Yes, I realize that...",Rachel Green: I love working with designers!,"Joanna: And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",432,['getting a little too friendly'],['F'],['2'],['I'],"[('getting a little too friendly', 'F', '2', 'I')]","[('getting a little too friendly', 'F', '2', 'I')]",1,1
4499,"Joanna: And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.","Joanna: With them, under them, what's the difference? Eh, Rach?",Rachel Green: I love working with designers!,432,['working with designers'],['S'],['2'],['I'],"[('working with designers', 'S', '2', 'I')]",[],1,1
4500,Rachel Green: I love working with designers!,,"Joanna: With them, under them, what's the difference? Eh, Rach?",432,"[""With them, under them, what's the difference?""]",['F'],['3'],['I'],"[(""With them, under them, what's the difference?"", 'F', '3', 'I')]",[],1,1
4501,,Allesandro: I want a retraction! Our food is not inedible swill!,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, continued from earlier.]",433,[],[],[],[],[],[],0,0
4502,"TRANSCRIPT_NOTE: [Scene: Monica and Rachel's, continued from earlier.]","Monica Geller: I couldn't eat it! I had five friends who couldn't eat it, and one of them eats books.",Allesandro: I want a retraction! Our food is not inedible swill!,433,"['food', 'inedible swill']","['M', 'O']","['1', '2']","['T', 'I']","[('food', 'M', '1', 'T'), ('inedible swill', 'O', '2', 'I')]","[('inedible swill', 'O', '2', 'I')]",2,1
4503,Allesandro: I want a retraction! Our food is not inedible swill!,Allesandro: Well our service is not grossly incompetent.,"Monica Geller: I couldn't eat it! I had five friends who couldn't eat it, and one of them eats books.",433,['eats books'],['F'],['3'],['I'],"[('eats books', 'F', '3', 'I')]","[('eats books', 'F', '3', 'I')]",1,1
4504,"Monica Geller: I couldn't eat it! I had five friends who couldn't eat it, and one of them eats books.",Monica Geller: The waiter carried the breadsticks in his pants!,Allesandro: Well our service is not grossly incompetent.,433,['grossly incompetent'],['F'],['2'],['I'],"[('grossly incompetent', 'F', '2', 'I')]","[('grossly incompetent', 'F', '2', 'I')]",1,1
4505,Allesandro: Well our service is not grossly incompetent.,"Allesandro: Well, you said that we except the Discover Card, which we do not!",Monica Geller: The waiter carried the breadsticks in his pants!,433,"['breadsticks', 'carried in his pants']","['M', 'G']","['2', '3']","['T', 'I']","[('breadsticks', 'M', '2', 'T'), ('carried in his pants', 'G', '3', 'I')]","[('breadsticks', 'M', '2', 'T'), ('carried in his pants', 'G', '3', 'I')]",2,2
4506,Monica Geller: The waiter carried the breadsticks in his pants!,"Monica Geller: All right, that I'll retract. But I stand by my review, I know food and that wasn't it. You're marinara sauce tasted like tomato juice! You should serve it with vodka and a piece of celery.","Allesandro: Well, you said that we except the Discover Card, which we do not!",433,"['Discover Card', 'except the Discover Card']","['M', 'I']","['2', '2']","['T', 'F']","[('Discover Card', 'M', '2', 'T'), ('except the Discover Card', 'I', '2', 'F')]","[('Discover Card', 'M', '2', 'T'), ('except the Discover Card', 'I', '2', 'F')]",2,2
4507,"Allesandro: Well, you said that we except the Discover Card, which we do not!","Allesandro: Hey! I'm proud of that sauce, it's delicious.","Monica Geller: All right, that I'll retract. But I stand by my review, I know food and that wasn't it. You're marinara sauce tasted like tomato juice! You should serve it with vodka and a piece of celery.",433,"['tomato juice', 'marinara sauce', 'vodka', 'celery']","['E', 'M', 'M', 'M']","['2', '2', '3', '2']","['T', 'T', 'T', 'T']","[('tomato juice', 'E', '2', 'T'), ('marinara sauce', 'M', '2', 'T'), ('vodka', 'M', '3', 'T'), ('celery', 'M', '2', 'T')]","[('tomato juice', 'E', '2', 'T'), ('marinara sauce', 'M', '2', 'T'), ('vodka', 'M', '3', 'T'), ('celery', 'M', '2', 'T')]",4,4
4508,"Monica Geller: All right, that I'll retract. But I stand by my review, I know food and that wasn't it. You're marinara sauce tasted like tomato juice! You should serve it with vodka and a piece of celery.",Monica Geller: Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,"Allesandro: Hey! I'm proud of that sauce, it's delicious.",433,[],[],[],[],[],[],0,0
4509,"Allesandro: Hey! I'm proud of that sauce, it's delicious.",Allesandro: Lebanon.,Monica Geller: Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,433,['Italian restaurant'],['M'],['2'],['T'],"[('Italian restaurant', 'M', '2', 'T')]","[('Italian restaurant', 'M', '2', 'T')]",1,1
4510,Monica Geller: Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,"Monica Geller: Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",Allesandro: Lebanon.,433,['Lebanon'],['I'],['2'],['I'],"[('Lebanon', 'I', '2', 'I')]","[('Lebanon', 'I', '2', 'I')]",1,1
4511,Allesandro: Lebanon.,Allesandro: How long is this gonna take? 'Cause I got another critic to go yell at.,"Monica Geller: Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",433,['tomatoes'],['E'],['1'],['T'],"[('tomatoes', 'E', '1', 'T')]",[],1,0
4512,"Monica Geller: Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",,Allesandro: How long is this gonna take? 'Cause I got another critic to go yell at.,433,"['critic', 'yell']","['I', 'F']","['2', '1']","['I', 'I']","[('critic', 'I', '2', 'I'), ('yell', 'F', '1', 'I')]","[('critic', 'I', '2', 'I')]",2,1
4513,,"Chandler Bing: I say, Drew! Are you seeing anybody right now? Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!","TRANSCRIPT_NOTE: [Scene: Chandler's office, he is trying to find Rachel a date.]",434,"['plenty of fish in the sea', 'the right bait']","['F', 'F']","['2', '2']","['I', 'I']","[('plenty of fish in the sea', 'F', '2', 'I'), ('the right bait', 'F', '2', 'I')]","[('plenty of fish in the sea', 'F', '2', 'I'), ('the right bait', 'F', '2', 'I')]",2,2
4514,"TRANSCRIPT_NOTE: [Scene: Chandler's office, he is trying to find Rachel a date.]",Drew: I didn't think you were gay. I do now.,"Chandler Bing: I say, Drew! Are you seeing anybody right now? Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!",434,"['Drew', 'Og-ee-op', ""I'm not gay""]","['F', 'F', 'T']","['2', '3', '2']","['I', 'I', 'I']","[('Drew', 'F', '2', 'I'), ('Og-ee-op', 'F', '3', 'I'), (""I'm not gay"", 'T', '2', 'I')]","[('Drew', 'F', '2', 'I'), ('Og-ee-op', 'F', '3', 'I'), (""I'm not gay"", 'T', '2', 'I')]",3,3
4515,"Chandler Bing: I say, Drew! Are you seeing anybody right now? Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!","Chandler Bing: See my friend-my friend, Rachel, she wants to be set up.",Drew: I didn't think you were gay. I do now.,434,"['gay', 'I do now']","['F', 'O']","['2', '2']","['I', 'I']","[('gay', 'F', '2', 'I'), ('I do now', 'O', '2', 'I')]","[('gay', 'F', '2', 'I'), ('I do now', 'O', '2', 'I')]",2,2
4516,Drew: I didn't think you were gay. I do now.,"Drew: Ahh, I just got out of a big relationship, I'm not looking for any thing serious.","Chandler Bing: See my friend-my friend, Rachel, she wants to be set up.",434,['my friend'],['F'],['1'],['I'],"[('my friend', 'F', '1', 'I')]",[],1,0
4517,"Chandler Bing: See my friend-my friend, Rachel, she wants to be set up.","Chandler Bing: Oh, y'know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.","Drew: Ahh, I just got out of a big relationship, I'm not looking for any thing serious.",434,['big relationship'],['I'],['2'],['I'],"[('big relationship', 'I', '2', 'I')]","[('big relationship', 'I', '2', 'I')]",1,1
4518,"Drew: Ahh, I just got out of a big relationship, I'm not looking for any thing serious.","Mike: Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?","Chandler Bing: Oh, y'know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",434,"[""y'know"", 'fling']","['F', 'F']","['2', '2']","['I', 'I']","[(""y'know"", 'F', '2', 'I'), ('fling', 'F', '2', 'I')]","[(""y'know"", 'F', '2', 'I'), ('fling', 'F', '2', 'I')]",2,2
4519,"Chandler Bing: Oh, y'know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.","Chandler Bing: Oh, by the way, that is her full name.","Mike: Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",434,['Christmas party'],['S'],['2'],['F'],"[('Christmas party', 'S', '2', 'F')]","[('Christmas party', 'S', '2', 'F')]",1,1
4520,"Mike: Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",Mike: Oh wow! I'm free for her!,"Chandler Bing: Oh, by the way, that is her full name.",434,[],[],[],[],[],[],0,0
4521,"Chandler Bing: Oh, by the way, that is her full name.","Drew: Oh, wait a second! I didn't say I wasn't free!",Mike: Oh wow! I'm free for her!,434,['free'],['F'],['2'],['I'],"[('free', 'F', '2', 'I')]",[],1,1
4522,Mike: Oh wow! I'm free for her!,"Mike: Hey, Chandler, why don't we talk this over at the Ranger game tomorrow?","Drew: Oh, wait a second! I didn't say I wasn't free!",434,[],[],[],[],[],[],0,0
4523,"Drew: Oh, wait a second! I didn't say I wasn't free!","Drew: Hold on, y'know I just got a box of Cubans, maybe I bring them by your office around uh, five?","Mike: Hey, Chandler, why don't we talk this over at the Ranger game tomorrow?",434,['Ranger game'],['M'],['2'],['T'],"[('Ranger game', 'M', '2', 'T')]","[('Ranger game', 'M', '2', 'T')]",1,1
4524,"Mike: Hey, Chandler, why don't we talk this over at the Ranger game tomorrow?","Chandler Bing: Oh well, that's uh, a little later than I uh, generally care to stay, but sure!","Drew: Hold on, y'know I just got a box of Cubans, maybe I bring them by your office around uh, five?",434,"['Cubans', ""y'know"", 'five', 'Cubans']","['M', 'G', 'G', 'F']","['3', '2', '1', '3']","['T', 'I', 'T', 'I']","[('Cubans', 'M', '3', 'T'), (""y'know"", 'G', '2', 'I'), ('five', 'G', '1', 'T'), ('Cubans', 'F', '3', 'I')]","[('Cubans', 'M', '3', 'T')]",4,3
4525,"Drew: Hold on, y'know I just got a box of Cubans, maybe I bring them by your office around uh, five?","Mike: Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.","Chandler Bing: Oh well, that's uh, a little later than I uh, generally care to stay, but sure!",434,['generally care to stay'],['G'],['2'],['I'],"[('generally care to stay', 'G', '2', 'I')]",[],1,1
4526,"Chandler Bing: Oh well, that's uh, a little later than I uh, generally care to stay, but sure!","Chandler Bing: Well, I don't really know what that is, but let's!!","Mike: Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",434,"['small batch Basel Hadens', 'enjoy some', 'game']","['M', 'S', 'S']","['3', '2', '1']","['T', 'I', 'I']","[('small batch Basel Hadens', 'M', '3', 'T'), ('enjoy some', 'S', '2', 'I'), ('game', 'S', '1', 'I')]","[('small batch Basel Hadens', 'M', '3', 'T')]",3,2
4527,"Mike: Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",,"Chandler Bing: Well, I don't really know what that is, but let's!!",434,"[""let's""]",['I'],['1'],['I'],"[(""let's"", 'I', '1', 'I')]",[],1,0
4528,,"Ross Geller: Oh, wow! I should get going. I-I got a date tonight.","TRANSCRIPT_NOTE: [Scene: Central Perk, Ross, Phoebe, and Chandler are there.]",435,"['dinosaur bone', 'museum']","['E', 'I']","['3', '2']","['T', 'F']","[('dinosaur bone', 'E', '3', 'T'), ('museum', 'I', '2', 'F')]",[],2,2
4529,"TRANSCRIPT_NOTE: [Scene: Central Perk, Ross, Phoebe, and Chandler are there.]",Chandler Bing: Oh yeah! With who?,"Ross Geller: Oh, wow! I should get going. I-I got a date tonight.",435,['date'],['S'],['2'],['I'],"[('date', 'S', '2', 'I')]","[('date', 'S', '2', 'I')]",1,1
4530,"Ross Geller: Oh, wow! I should get going. I-I got a date tonight.",Ross Geller: You know that girl I told you about who lives up in Poughkeepsie?,Chandler Bing: Oh yeah! With who?,435,[],[],[],[],[],[],0,0
4531,Chandler Bing: Oh yeah! With who?,Chandler Bing: Yeah.,Ross Geller: You know that girl I told you about who lives up in Poughkeepsie?,435,['Poughkeepsie'],['I'],['2'],['I'],"[('Poughkeepsie', 'I', '2', 'I')]","[('Poughkeepsie', 'I', '2', 'I')]",1,1
4532,Ross Geller: You know that girl I told you about who lives up in Poughkeepsie?,"Ross Geller: Not her. Yeah, this is someone else I meet, and I-I can't decide between the two of them. Y'know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun. But this other girl, well, she lives right uptown. Y'know she's, well she's-she's just as pretty, I guess she's smart, she's not fun.",Chandler Bing: Yeah.,435,[],[],[],[],[],[],0,0
4533,Chandler Bing: Yeah.,"Phoebe Buffay: If she's no fun, why do you want to date her at all?","Ross Geller: Not her. Yeah, this is someone else I meet, and I-I can't decide between the two of them. Y'know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun. But this other girl, well, she lives right uptown. Y'know she's, well she's-she's just as pretty, I guess she's smart, she's not fun.",435,['Poughkeepsie'],['I'],['3'],['I'],"[('Poughkeepsie', 'I', '3', 'I')]","[('Poughkeepsie', 'I', '3', 'I')]",1,1
4534,"Ross Geller: Not her. Yeah, this is someone else I meet, and I-I can't decide between the two of them. Y'know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun. But this other girl, well, she lives right uptown. Y'know she's, well she's-she's just as pretty, I guess she's smart, she's not fun.","Ross Geller: Well, I-I want to give her another chance, y'know? She lives so close. And, at the end of the date, the other time, she-she said something that was-if she was kidding was very funny. On the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist.","Phoebe Buffay: If she's no fun, why do you want to date her at all?",435,['date'],['S'],['2'],['I'],"[('date', 'S', '2', 'I')]","[('date', 'S', '2', 'I')]",1,1
4535,"Phoebe Buffay: If she's no fun, why do you want to date her at all?",Joey Tribbiani: Hey!,"Ross Geller: Well, I-I want to give her another chance, y'know? She lives so close. And, at the end of the date, the other time, she-she said something that was-if she was kidding was very funny. On the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist.",435,[],[],[],[],[],[],0,0
4536,"Ross Geller: Well, I-I want to give her another chance, y'know? She lives so close. And, at the end of the date, the other time, she-she said something that was-if she was kidding was very funny. On the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist.",Ross Geller: Hey!,Joey Tribbiani: Hey!,435,[],[],[],[],[],[],0,0
4537,Joey Tribbiani: Hey!,"Chandler Bing: Hey, man!",Ross Geller: Hey!,435,['Hey'],['G'],['1'],['I'],"[('Hey', 'G', '1', 'I')]",[],1,0
4538,Ross Geller: Hey!,"Phoebe Buffay: Hey! Ooh, how was your first day working at the restaurant?","Chandler Bing: Hey, man!",435,[],[],[],[],[],[],0,0
4539,"Chandler Bing: Hey, man!",Joey Tribbiani: Damn!,"Phoebe Buffay: Hey! Ooh, how was your first day working at the restaurant?",435,['restaurant'],['M'],['1'],['T'],"[('restaurant', 'M', '1', 'T')]",[],1,0
4540,"Phoebe Buffay: Hey! Ooh, how was your first day working at the restaurant?",,Joey Tribbiani: Damn!,435,[],[],[],[],[],[],0,0
4541,,Joey Tribbiani: Hey.,"TRANSCRIPT_NOTE: [Scene: Allesandro's, Monica is cooking.]",436,"[""Allesandro's""]",['M'],['3'],['T'],"[(""Allesandro's"", 'M', '3', 'T')]","[(""Allesandro's"", 'M', '3', 'T')]",1,1
